"source","destination","source_chain","destination_chain","source_address","destination_address","transaction_time_utc","source_lock_time_utc","destination_mint_time_utc","transaction_duration_seconds","transaction_duration_hh_mm_ss","transaction_amount","token_symbol","transaction_amount_usd","refunded_or_not","status","simplified_status","is_insufficient_fee","gas_paid","source_tx_hash","message_id","bridge_protocol","data_source"
"axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","kava : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar","kava","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","2026-08-31T01:18:53Z","2026-08-31T01:18:53Z","2026-08-31T01:19:35Z","42","00:00:42","99.985","XRP","0","Pending Refund","executed","received","False","False","588D387402600E28C68131B9C2577FAECC2402060CDF5BB5FB2022F63B58D6FD","0x588d387402600e28c68131b9c2577faecc2402060cdf5bb5fb2022f63b58d6fd-7094889","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","binance","axelar","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-31T01:18:36Z","2026-08-31T01:18:36Z","2026-08-31T01:18:53Z","17","00:00:17","99.985","XRP","134.97975","Not Refunded","executed","received","False","True","0xf4569b1a54670abe980fe2312ab85d4a360d4c491d307337cf5cd79a0cc27ff3","0xf4569b1a54670abe980fe2312ab85d4a360d4c491d307337cf5cd79a0cc27ff3-8","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis","base","osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T01:09:32Z","2026-08-31T01:09:32Z","2026-08-31T01:10:33Z","61","00:01:01","5.763911","axlUSDC","5.762735162156","Pending Refund","executed","received","False","True","4FF7471BD7F93C2ED5AFB303962403FC898876F8BDEE75C044FFDA5EDC39773D","0x0606558986f7f212f272143b72cca71c1d3c5014d6c676e4d7bda5091e31184f-7094883","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"avalanche : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Ethereum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","avalanche","Ethereum","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T01:06:30Z","2026-08-31T01:06:30Z","2026-08-31T01:09:11Z","161","00:02:41","7.258769","axlUSDC","7.257288211124","Not Refunded","executed","received","False","True","0xaf4d6f2664f9970b65c23a9b05da6b4120ed8d081ef0027ede54178d812536ec","0xaf4d6f2664f9970b65c23a9b05da6b4120ed8d081ef0027ede54178d812536ec-78","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"polygon : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","polygon","binance","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T01:05:16Z","2026-08-31T01:05:16Z","2026-08-31T01:05:53Z","37","00:00:37","0.006008","axlUSDC","0.0060068284400000005","Not Refunded","executed","received","False","True","0x880e9fe93c5b862826d47d677af76ecfb8317653160c5523a05835a0ec372aee","0x880e9fe93c5b862826d47d677af76ecfb8317653160c5523a05835a0ec372aee-10","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","mantle : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","base","mantle","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T01:02:17Z","2026-08-31T01:02:17Z","2026-08-31T01:28:26Z","1569","00:26:09","3.632519","axlUSDC","3.631810658795","Not Refunded","executed","received","False","True","0xa1351ae6566f830e822270dbb85edb055978b6377c12f1021b39db49b6b77c27","0xa1351ae6566f830e822270dbb85edb055978b6377c12f1021b39db49b6b77c27-16","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"arbitrum : 0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","binance : 0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","arbitrum","binance","0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","2026-08-31T01:02:02Z","2026-08-31T01:02:02Z","2026-08-31T01:22:47Z","1245","00:20:45",,,,"Not Refunded","executed","received","False","True","0xe79a4ef5a715f2a988a2bbd6902e7305f21e1f05af450427158d291011e394d2","0xe79a4ef5a715f2a988a2bbd6902e7305f21e1f05af450427158d291011e394d2-4","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"avalanche : 0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","optimism : 0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","avalanche","optimism","0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","2026-08-31T01:00:30Z","2026-08-31T01:00:30Z","2026-08-31T01:01:23Z","53","00:00:53",,,,"Not Refunded","executed","received","False","True","0x34233bc8c51571d3c7e58801b9ede14fb8d5fed0e6d57e1e39842a62d8a1bdd5","0x34233bc8c51571d3c7e58801b9ede14fb8d5fed0e6d57e1e39842a62d8a1bdd5-4","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"avalanche : 0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","arbitrum : 0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","avalanche","arbitrum","0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","0xcbBA104B6CB4960a70E5dfc48E76C536A1f19609","2026-08-31T01:00:12Z","2026-08-31T01:00:12Z","2026-08-31T01:01:19Z","67","00:01:07",,,,"Not Refunded","executed","received","False","True","0x862cf1d35eb530204aebcccb77622a06cd8370e0c3b437f74289123929c6251d","0x862cf1d35eb530204aebcccb77622a06cd8370e0c3b437f74289123929c6251d-4","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","Ethereum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis","Ethereum","osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T00:58:20Z","2026-08-31T00:58:20Z","2026-08-31T00:59:47Z","87","00:01:27","14.17287","axlUSDC","14.17007794461","Pending Refund","executed","received","False","True","38016D97DF2A354B62176AE7C3C19CA00A5D73D33E8F46F7C0E0FB736E39C60D","0x0059f1fc3448abc333aa6a9b1c5ae1f349a8dd09977ef336e5f7b10398156307-7094882","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0xB773bCc5B325ad9AC6B36e1A046AD4466833A16E","Base : 0x569594F181ac9AbdE3eBf89954F3D3Af40d63600","ethereum","Base","0xB773bCc5B325ad9AC6B36e1A046AD4466833A16E","0x569594F181ac9AbdE3eBf89954F3D3Af40d63600","2026-08-31T00:49:35Z","2026-08-31T00:49:35Z","2026-08-31T01:08:59Z","1164","00:19:24","4.75402","USDC","4.753140506299999","Not Refunded","executed","received","False","True","0x67d3e1909d29c4e1babc285847aabbc7e5649043568a89092f2150003dc23db9","0x67d3e1909d29c4e1babc285847aabbc7e5649043568a89092f2150003dc23db9-11","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"avalanche : 0x77Accd23cC3Ccc5E36a543CEdcD03764BF6AD401","base : 0x77Accd23cC3Ccc5E36a543CEdcD03764BF6AD401","avalanche","base","0x77Accd23cC3Ccc5E36a543CEdcD03764BF6AD401","0x77Accd23cC3Ccc5E36a543CEdcD03764BF6AD401","2026-08-31T00:46:45Z","2026-08-31T00:46:45Z","2026-08-31T00:47:29Z","44","00:00:44","0.00001","axlUSDC","0.00000999815","Not Refunded","executed","received","False","True","0x6e911796a19355bc28e6204bc322cb9334462e5a83a65fcf7207a5e60aa62617","0x6e911796a19355bc28e6204bc322cb9334462e5a83a65fcf7207a5e60aa62617-5","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0xB773bCc5B325ad9AC6B36e1A046AD4466833A16E","osmosis : osmo10a3k4hvk37cc4hnxctw4p95fhscd2z6h2rmx0aukc6rm8u9qqx9smfsh7u","ethereum","osmosis","0xB773bCc5B325ad9AC6B36e1A046AD4466833A16E","osmo10a3k4hvk37cc4hnxctw4p95fhscd2z6h2rmx0aukc6rm8u9qqx9smfsh7u","2026-08-31T00:43:47Z","2026-08-31T00:43:47Z","2026-08-31T01:01:51Z","1084","00:18:04","0.000007","WETH","0.0170317","Not Refunded","executed","received","False","True","0x36d99657d06257b5e418b2b0508880afcafc3a95cf268ffae398de2f0afd5ed9","0x36d99657d06257b5e418b2b0508880afcafc3a95cf268ffae398de2f0afd5ed9-3","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","celo : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","base","celo","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T00:37:11Z","2026-08-31T00:37:11Z","2026-08-31T01:02:53Z","1542","00:25:42","0.24155","axlUSDC","0.24151328439999997","Not Refunded","executed","received","False","True","0x4728e70c76d702c6cc746d885edd7672659e54e86700316a28994960b8d474f6","0x4728e70c76d702c6cc746d885edd7672659e54e86700316a28994960b8d474f6-11","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","binance : 0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmosis","binance","osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","0x43d090025aAA6C8693B71952B910AC55CcB56bBb","2026-08-31T00:35:29Z","2026-08-31T00:35:29Z","2026-08-31T00:35:53Z","24","00:00:24","5105.641678","AXL","209.65475119830128","Pending Refund","executed","received","False","True","84A1FFB266B1ABE4E8ED951EE1741838B6815511EF78CF2B545142C1F6A8569A","0x488ac02187bc3a52eb742eee4775c0a7f43f1d636a405687a402f0fe3a8c5a7d-7094881","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","binance : 0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmosis","binance","osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","0x43d090025aAA6C8693B71952B910AC55CcB56bBb","2026-08-31T00:32:29Z","2026-08-31T00:32:29Z","2026-08-31T00:32:57Z","28","00:00:28","5120.720603","AXL","210.27394237320004","Pending Refund","executed","received","False","True","B5615D5B6E9CD45A2FDA9779FD96082A88E88E11D8CFFE316B4D9D8398C24F1A","0x4dbdca5e5b09dde7d39ea2e9059d1cfa4e756c3cb094ed2747f32784722f9b98-7094880","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","immutable : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","ethereum","immutable","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","2026-08-31T00:30:59Z","2026-08-31T00:30:59Z","2026-08-31T00:49:35Z","1116","00:18:36",,,,"Not Refunded","executed","received","False","True","0x4034ff152db08388de396041e1d2af8649c81ee953ff7b988d439e1140b2107a","0x4034ff152db08388de396041e1d2af8649c81ee953ff7b988d439e1140b2107a-1","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","binance : 0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmosis","binance","osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","0x43d090025aAA6C8693B71952B910AC55CcB56bBb","2026-08-31T00:30:25Z","2026-08-31T00:30:25Z","2026-08-31T00:30:58Z","33","00:00:33","5113.783212","AXL","209.04654847467648","Pending Refund","executed","received","False","True","8710E5C58D6ED4413FEA1CE62D0520BFD2D23A6E08BFB6978E660311DBA0B898","0xbb8a4aa6f0f5eecd278d732402127c8d9d4cdc1f4d616c0036ef728f1c6aff91-7094879","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","immutable : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","ethereum","immutable","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","2026-08-31T00:19:47Z","2026-08-31T00:19:47Z","2026-08-31T00:37:01Z","1034","00:17:14",,,,"Not Refunded","executed","received","False","True","0xc01d458e8541bea8c17ff2468cb08971fa1fb3cb096dbbdee8d8cd3b93c86fb8","0xc01d458e8541bea8c17ff2468cb08971fa1fb3cb096dbbdee8d8cd3b93c86fb8-1","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis : osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","base","osmosis","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","2026-08-31T00:19:35Z","2026-08-31T00:19:35Z","2026-08-31T00:44:01Z","1466","00:24:26","9.352258","axlUSDC","9.351201194846","Not Refunded","executed","received","False","True","0xe9f5f8a0f738af395acc5f2b6bc30daa71bf5d38563b53b08d16b41b401e1cb5","0xe9f5f8a0f738af395acc5f2b6bc30daa71bf5d38563b53b08d16b41b401e1cb5-13","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis : osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","binance","osmosis","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","2026-08-31T00:17:48Z","2026-08-31T00:17:48Z","2026-08-31T00:18:02Z","14","00:00:14","1.409417","axlUSDC","1.409257735879","Not Refunded","executed","received","False","True","0xd9111e0a8fffeaa7acdc5e44d26a7e96e2354b64fa25bc0deaa67172989aa16a","0xd9111e0a8fffeaa7acdc5e44d26a7e96e2354b64fa25bc0deaa67172989aa16a-14","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"mantle : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","mantle","base","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T00:15:38Z","2026-08-31T00:15:38Z","2026-08-31T01:07:29Z","3111","00:51:51","56.830823","axlUSDC","56.824401117001","Not Refunded","executed","received","False","True","0xc913fa8433cdfdd6bf3fdaa4c4264445588bc89fc6b75458b450549e5b75a249","0xc913fa8433cdfdd6bf3fdaa4c4264445588bc89fc6b75458b450549e5b75a249-13","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","avalanche : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar","avalanche","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","2026-08-31T00:14:13Z","2026-08-31T00:14:13Z","2026-08-31T00:14:35Z","22","00:00:22","39173097040810840000","TIGEROG",,"Not Refunded","executed","received","False","False","A4AC6E3EEA87593A8EFDDF4B18DE0FD0A6686279CA804DFB1E2EAEE507A940F6","0xa4ac6e3eea87593a8efddf4b18de0fd0a6686279ca804dfb1e2eaee507a940f6-7094826","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","base : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar","base","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","2026-08-31T00:14:11Z","2026-08-31T00:14:11Z","2026-08-31T00:14:59Z","48","00:00:48","82823902079130810000","TIGEROG",,"Pending Refund","executed","received","False","False","1B8FA94064D7B8E91650F6DBF07937BF9057257F3F4A461120FDB25551387C59","0x1b8fa94064d7b8e91650f6dbf07937bf9057257f3f4a461120fdb25551387c59-7094823","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","binance","axelar","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-31T00:13:54Z","2026-08-31T00:13:54Z","2026-08-31T00:14:13Z","19","00:00:19","39173097040810840000","TIGEROG",,"Not Refunded","executed","received","False","True","0x2efe221ceb9e09e2b8599dd40e65526b7cdff368ba077ef27cde67b623d6446b","0x2efe221ceb9e09e2b8599dd40e65526b7cdff368ba077ef27cde67b623d6446b-54","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","binance","axelar","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-31T00:13:54Z","2026-08-31T00:13:54Z","2026-08-31T00:14:11Z","17","00:00:17","82823902079130810000","TIGEROG",,"Not Refunded","executed","received","False","True","0xc651239843feb8b015a27e9a5eb602fe0808cf3a5e596eb0a93db05a83c8a0ad","0xc651239843feb8b015a27e9a5eb602fe0808cf3a5e596eb0a93db05a83c8a0ad-8","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis","base","osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T00:09:51Z","2026-08-31T00:09:51Z","2026-08-31T00:10:29Z","38","00:00:38","42.785978","axlUSDC","42.78041582286","Pending Refund","executed","received","False","True","861030F49630AC34A1E9E33263C3303A1BB710CF053B894F98B37FDBABC692DC","0x1fd810537299250a816584948d2227f1586b07a4a9c58bd534686b90e572123b-7094814","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis : osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","base","osmosis","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","2026-08-31T00:07:43Z","2026-08-31T00:07:43Z","2026-08-31T00:31:54Z","1451","00:24:11","3.247931","axlUSDC","3.24750876897","Not Refunded","executed","received","False","True","0x5ca729907001eb3302dfebab84d5f575e60783b7abc555ac8f6525af6e13eece","0x5ca729907001eb3302dfebab84d5f575e60783b7abc555ac8f6525af6e13eece-7","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0x50beAbe4883981624aEa01F737B040d1e3Fe83FB","monad : 0x50beAbe4883981624aEa01F737B040d1e3Fe83FB","ethereum","monad","0x50beAbe4883981624aEa01F737B040d1e3Fe83FB","0x50beAbe4883981624aEa01F737B040d1e3Fe83FB","2026-08-31T00:04:35Z","2026-08-31T00:04:35Z","2026-08-31T00:23:34Z","1139","00:18:59",,,,"Not Refunded","executed","received","False","True","0xaf42c03ad198ff57754ddb4fe28eba26fe7d36caf7c7a4dd8bab10440a904e1c","0xaf42c03ad198ff57754ddb4fe28eba26fe7d36caf7c7a4dd8bab10440a904e1c-6","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Ethereum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","base","Ethereum","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T00:04:25Z","2026-08-31T00:04:25Z","2026-08-31T00:32:23Z","1678","00:27:58","46.82324","axlUSDC","46.81794897388","Not Refunded","executed","received","False","True","0xbf798fd6bd2f63b79d87b5ea621eb9298c929022c1c49528cccb5d9463fb887a","0xbf798fd6bd2f63b79d87b5ea621eb9298c929022c1c49528cccb5d9463fb887a-22","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"celo : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","celo","base","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T00:04:23Z","2026-08-31T00:04:23Z","2026-08-31T00:31:29Z","1626","00:27:06","0.071121","axlUSDC","0.071112963327","Not Refunded","executed","received","False","True","0xc48e702fa47f0f5f8012563e013d8acf7c2dcf4308296ffc6675f299dac83b11","0xc48e702fa47f0f5f8012563e013d8acf7c2dcf4308296ffc6675f299dac83b11-18","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"avalanche : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Ethereum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","avalanche","Ethereum","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-31T00:02:46Z","2026-08-31T00:02:46Z","2026-08-31T00:04:35Z","109","00:01:49","173.160107","axlUSDC","173.14053990790902","Not Refunded","executed","received","False","True","0xff2c9152a9f4dcd203df5ee959a6bdc43af11c684a5caddbcfdc20f22f698393","0xff2c9152a9f4dcd203df5ee959a6bdc43af11c684a5caddbcfdc20f22f698393-21","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","xrpl : rfmS3zqrQrka8wVyhXifEeyTwe8AMz2Yhw","axelar","xrpl","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","rfmS3zqrQrka8wVyhXifEeyTwe8AMz2Yhw","2026-08-31T00:02:03Z","2026-08-31T00:02:03Z","2026-08-31T00:02:33Z","30","00:00:30","2057.01","SOIL","0","Pending Refund","executed","received","False","False","633EEDD9911F35BCEF72442301EBFA72E601FC307FC99A971406DE97B0FEC7F6","0x633eedd9911f35bcef72442301ebfa72e601fc307fc99a971406de97b0fec7f6-7094684","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"polygon : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","polygon","axelar","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-31T00:01:45Z","2026-08-31T00:01:45Z","2026-08-31T00:02:03Z","18","00:00:18","2057.01","SOIL","197.60460864","Not Refunded","executed","received","False","True","0x9ee324d9c03b1c348b2a2983357cdfe641475aad661de3ade64eac207d0c1363","0x9ee324d9c03b1c348b2a2983357cdfe641475aad661de3ade64eac207d0c1363-10","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmosis : osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","binance","osmosis","0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","2026-08-31T00:00:47Z","2026-08-31T00:00:47Z","2026-08-31T00:01:00Z","13","00:00:13","5153.29","AXL","205.1237195418","Not Refunded","executed","received","False","True","0xae1cd250690bdc05743db5cc5c245fbab44e263211fe0af6439bb2caba396e32","0xae1cd250690bdc05743db5cc5c245fbab44e263211fe0af6439bb2caba396e32-3","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","immutable : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","ethereum","immutable","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","2026-08-30T23:58:59Z","2026-08-30T23:58:59Z","2026-08-31T00:17:31Z","1112","00:18:32",,,,"Not Refunded","executed","received","False","True","0x2d3581825d0b606d148dc5dbeeaa23dab3e5a83da36719b7d347abfbdfd22111","0x2d3581825d0b606d148dc5dbeeaa23dab3e5a83da36719b7d347abfbdfd22111-1","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
